計上日,メニュー名,中分類名,組価,供給実績数,最終供給時間
2022-08-22,大学生協コーヒー,＊ドリンク・デザート,95,7,15:18
2022-08-22,Ｅチキンカツ柚子胡椒マヨ,＊主菜,220,89,19:31
2022-08-23,鯖味噌煮,＊主菜,176,58,19:29
2022-08-23,たっぷり野菜チゲ,＊主菜,264,123,18:12
2022-08-23,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,10,19:27
2022-08-23,ロースカツカレーＬ,＊ライスＦＦ,462,9,19:24
2022-08-23,ロースカツカレーＭ,＊ライスＦＦ,407,17,19:16
2022-08-23,ロースカツカレーＳ,＊ライスＦＦ,352,4,18:00
2022-08-23,カレーライスＬ,＊ライスＦＦ,363,2,17:13
2022-08-23,カレーライスＭ,＊ライスＦＦ,308,10,19:17
2022-08-23,カレーライスＳ,＊ライスＦＦ,253,5,19:28
2022-08-23,かけうどん,＊麺類,209,4,13:47
2022-08-23,かけそば,＊麺類,209,1,12:22
2022-08-23,冷やしうどん,＊麺類,297,23,14:03
2022-08-23,冷やしそば,＊麺類,297,9,14:02
2022-08-23,唐揚げ冷麺,＊麺類,473,28,13:41
2022-08-23,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,27,19:12
2022-08-23,きつねそば,＊麺類,297,5,12:59
2022-08-23,Ｅササミチーズタルタルソース,＊主菜,220,60,19:11
2022-08-23,Ｅローストンカツポン酢おろし,＊主菜,264,71,19:16
2022-08-23,Ｅチキン甘辛ステーキ,＊主菜,308,79,19:28
2022-08-23,かき玉汁,＊汁・スープ,33,123,19:24
2022-08-23,うどん　大　６２,＊麺類,62,9,13:46
2022-08-23,そば　大,＊麺類,62,3,11:51
2022-08-23,Ｔ唐揚げきのこのこのこ弁当,＊内製弁当,450,5,12:06
2022-08-23,Ｔ油淋鶏弁当,＊内製弁当,500,12,13:08
2022-08-23,チキンフリッター,＊副菜,130,121,19:24
2022-08-23,温泉玉子,＊副菜,44,28,19:18
2022-08-23,トッピング温泉玉子,＊副菜,44,2,15:43
2022-08-23,鶏きも煮,＊副菜,88,36,14:08
2022-08-23,Ｅ蒸し鶏和風ごまソース,＊主菜,308,48,19:23
2022-08-23,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,9,18:34
2022-08-23,きつねうどん,＊麺類,297,11,14:02
2022-08-23,味噌カツ丼Ｍ,＊ライスＦＦ,407,7,12:36
2022-08-23,味噌カツ丼Ｓ,＊ライスＦＦ,352,1,12:22
2022-08-23,豆腐と野菜のすき焼き風,＊主菜,176,46,18:36
2022-08-23,鶏と茄子の山賊炒め,＊主菜,264,64,19:22
2022-08-23,牛肉コロッケ,＊副菜,110,43,19:13
2022-08-23,マカロニサラダ,＊副菜,66,38,19:28
2022-08-23,ハッシュポテト,＊副菜,110,86,19:22
2022-08-23,ほうれん草胡麻和え,＊副菜,66,129,19:29
2022-08-23,若布コーンサラダ,＊副菜,110,46,18:57
2022-08-23,きんぴらごぼう,＊副菜,66,68,18:52
2022-08-23,冷奴,＊副菜,44,47,18:17
2022-08-23,納豆,＊副菜,44,16,19:29
2022-08-23,味噌汁,＊汁・スープ,33,102,19:18
2022-08-23,ミニサラダ,＊副菜,44,77,19:24
2022-08-23,オクラ巣ごもり玉子,＊副菜,88,118,19:21
2022-08-23,オクラとひじきのマヨサラダ,＊副菜,88,58,19:16
2022-08-23,大学生協コーヒー,＊ドリンク・デザート,95,11,19:06
2022-08-23,夏のさっぱり豚汁,＊汁・スープ,110,83,19:24
2022-08-23,大学芋,＊ドリンク・デザート,88,24,19:12
2022-08-23,牛乳,＊ドリンク・デザート,85,6,19:29
2022-08-23,フルーツヨーグルト,＊ドリンク・デザート,110,43,18:50
2022-08-23,ライスＳＳ,＊ライス単品,73,94,19:21
2022-08-23,焼きプリンタルト,＊ドリンク・デザート,66,10,18:38
2022-08-23,紅茶のシフォン,＊ドリンク・デザート,220,17,18:24
2022-08-23,ライスＭ,＊ライス単品,115,138,19:29
2022-08-23,ライスＬ,＊ライス単品,136,46,19:24
2022-08-23,ライスＬＬ,＊ライス単品,198,6,18:36
2022-08-23,小松菜と揚げ生姜風味,＊副菜,88,60,19:05
2022-08-23,ライスＳ,＊ライス単品,94,205,19:23
2022-08-24,冷やしうどん,＊麺類,297,26,13:44
2022-08-24,きつねうどん,＊麺類,297,10,13:43
2022-08-24,唐揚げ冷麺,＊麺類,473,21,13:57
2022-08-24,冷やしそば,＊麺類,297,9,13:50
2022-08-24,かけそば,＊麺類,209,2,12:29
2022-08-24,ロースカツカレーＳ,＊ライスＦＦ,352,2,19:30
2022-08-24,カレーライスＳ,＊ライスＦＦ,253,2,19:11
2022-08-24,カレーライスＭ,＊ライスＦＦ,308,13,19:23
2022-08-24,カレーライスＬ,＊ライスＦＦ,363,3,17:36
2022-08-24,ロースカツカレーＭ,＊ライスＦＦ,407,10,18:58
2022-08-24,きつねそば,＊麺類,297,3,12:07
2022-08-24,かけうどん,＊麺類,209,13,13:09
2022-08-24,Ｅチキンカツレモンマヨ,＊主菜,220,69,19:22
2022-08-24,チキンフリッター,＊副菜,130,128,19:14
2022-08-24,Ｅジューシー唐揚げ,＊主菜,308,84,19:29
2022-08-24,かき玉汁,＊汁・スープ,33,121,19:29
2022-08-24,うどん　大　６２,＊麺類,62,12,13:43
2022-08-24,そば　大,＊麺類,62,6,13:50
2022-08-24,Ｔ炒飯　ｗｉｔｈ　とんかつ,＊内製弁当,400,5,12:25
2022-08-24,Ｔお母さんの豚肉生姜炒め,＊内製弁当,450,10,12:10
2022-08-24,Ｔ豪華のり弁～ハンバーグ～,＊内製弁当,450,5,12:08
2022-08-24,ＴＤ塩だれ豚,＊主菜,308,47,19:30
2022-08-24,南蛮タルタルカツ丼Ｍ,＊ライスＦＦ,407,18,13:06
2022-08-24,南蛮タルタルカツ丼Ｓ,＊ライスＦＦ,352,3,12:19
2022-08-24,南蛮タルタルカツ丼Ｌ,＊ライスＦＦ,462,1,11:47
2022-08-24,ロースカツカレーＬ,＊ライスＦＦ,462,5,19:24
2022-08-24,温泉玉子,＊副菜,44,17,18:57
2022-08-24,トッピング温泉玉子,＊副菜,44,4,19:30
2022-08-24,Ｅ油淋ハンバーグ,＊主菜,220,73,19:19
2022-08-24,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,6,14:55
2022-08-24,ライスＬＬ,＊ライス単品,198,3,18:46
2022-08-24,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,10,18:24
2022-08-24,鶏きも煮,＊副菜,88,36,18:10
2022-08-24,豚と野菜の生姜炒め,＊主菜,264,71,19:22
2022-08-24,餃子野菜あんかけ,＊主菜,176,48,19:30
2022-08-24,鯖味噌煮,＊主菜,176,52,19:03
2022-08-24,ポテト野菜サラダ,＊副菜,110,60,17:08
2022-08-24,海老クリームコロッケ,＊副菜,110,10,11:56
2022-08-24,マカロニサラダ,＊副菜,66,33,19:30
2022-08-24,ほうれん草胡麻和え,＊副菜,66,155,19:30
2022-08-24,オクラ巣ごもり玉子,＊副菜,88,114,19:24
2022-08-24,だし巻き,＊副菜,66,58,19:30
2022-08-24,冷奴,＊副菜,44,47,18:22
2022-08-24,納豆,＊副菜,44,20,19:22
2022-08-24,味噌汁,＊汁・スープ,33,133,19:24
2022-08-24,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,26,18:48
2022-08-24,ミニサラダ,＊副菜,44,88,19:29
2022-08-24,オクラとひじきのマヨサラダ,＊副菜,88,57,19:30
2022-08-24,小松菜と揚げ生姜風味,＊副菜,88,60,18:53
2022-08-24,ライスＬ,＊ライス単品,136,35,18:59
2022-08-24,ライスＭ,＊ライス単品,115,141,19:23
2022-08-24,ライスＳ,＊ライス単品,94,198,19:30
2022-08-24,ライスＳＳ,＊ライス単品,73,107,19:24
2022-08-24,フルーツヨーグルト,＊ドリンク・デザート,110,44,18:49
2022-08-24,焼きプリンタルト,＊ドリンク・デザート,66,6,18:19
2022-08-24,牛乳,＊ドリンク・デザート,85,4,17:19
2022-08-24,大学芋,＊ドリンク・デザート,88,31,18:59
2022-08-24,大学生協コーヒー,＊ドリンク・デザート,95,17,18:48
2022-08-24,紅茶のシフォン,＊ドリンク・デザート,220,14,18:20
2022-08-24,北海道いももち,＊ドリンク・デザート,88,54,19:26
2022-08-24,夏のさっぱり豚汁,＊汁・スープ,110,93,19:22
2022-08-24,豚すき煮,＊主菜,264,110,17:07
2022-08-25,ＴＤ揚げだしチキン,＊主菜,308,51,19:30
2022-08-25,豚と野菜の生姜炒め,＊主菜,264,12,11:54
2022-08-25,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,15,18:24
2022-08-25,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,4,17:50
2022-08-25,ロースカツカレーＬ,＊ライスＦＦ,462,3,19:05
2022-08-25,ロースカツカレーＭ,＊ライスＦＦ,407,21,18:52
2022-08-25,ロースカツカレーＳ,＊ライスＦＦ,352,5,19:04
2022-08-25,カレーライスＬ,＊ライスＦＦ,363,4,19:09
2022-08-25,カレーライスＭ,＊ライスＦＦ,308,6,19:26
2022-08-25,カレーライスＳ,＊ライスＦＦ,253,4,18:26
2022-08-25,かけうどん,＊麺類,209,13,13:36
2022-08-25,かけそば,＊麺類,209,1,11:28
2022-08-25,冷やしうどん,＊麺類,297,16,13:52
2022-08-25,冷やしそば,＊麺類,297,12,13:55
2022-08-25,唐揚げ冷麺,＊麺類,473,23,13:55
2022-08-25,きつねうどん,＊麺類,297,10,13:49
2022-08-25,きつねそば,＊麺類,297,1,13:30
2022-08-25,Ｅローストンカツ玉子あんかけ,＊主菜,264,64,19:22
2022-08-25,Ｅねぎ塩ハンバーグ,＊主菜,220,93,19:13
2022-08-25,Ｅかつおカツ青じそだれ,＊主菜,220,100,19:26
2022-08-25,かき玉汁,＊汁・スープ,33,112,19:27
2022-08-25,うどん　大　６２,＊麺類,62,12,13:52
2022-08-25,オクラ海草サラダ,＊副菜,110,60,18:41
2022-08-25,そば　大,＊麺類,62,3,12:25
2022-08-25,Ｔしあわせチキン南蛮,＊内製弁当,450,14,13:15
2022-08-25,チキンフリッター,＊副菜,130,132,19:29
2022-08-25,温泉玉子,＊副菜,44,21,19:10
2022-08-25,トッピング温泉玉子,＊副菜,44,4,19:18
2022-08-25,鶏きも煮,＊副菜,88,36,18:31
2022-08-25,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,7,18:54
2022-08-25,塩だれカツ丼Ｍ,＊ライスＦＦ,407,10,13:17
2022-08-25,Ｔ完熟トマトきのこハンバーグ弁当,＊内製弁当,450,5,12:04
2022-08-25,紅茶のシフォン,＊ドリンク・デザート,220,11,19:09
2022-08-25,塩だれカツ丼Ｌ,＊ライスＦＦ,462,5,12:53
2022-08-25,クラムチャウダー,＊主菜,264,68,15:54
2022-08-25,麻婆茄子,＊主菜,176,61,19:29
2022-08-25,鯖味噌煮,＊主菜,176,44,19:26
2022-08-25,春巻き,＊副菜,110,73,18:57
2022-08-25,南瓜コロッケ,＊副菜,110,17,12:53
2022-08-25,マカロニサラダ,＊副菜,66,46,19:12
2022-08-25,ハッシュポテト,＊副菜,110,13,19:26
2022-08-25,ほうれん草胡麻和え,＊副菜,66,116,19:30
2022-08-25,オクラ巣ごもり玉子,＊副菜,88,105,19:12
2022-08-25,きんぴらごぼう,＊副菜,66,76,19:25
2022-08-25,冷奴,＊副菜,44,47,18:38
2022-08-25,納豆,＊副菜,44,21,19:30
2022-08-25,味噌汁,＊汁・スープ,33,121,19:26
2022-08-25,鶏肉と野菜のオイスター炒め,＊主菜,264,57,19:13
2022-08-25,夏のさっぱり豚汁,＊汁・スープ,110,95,19:26
2022-08-25,ミニサラダ,＊副菜,44,77,19:25
2022-08-25,大学芋,＊ドリンク・デザート,88,29,18:52
2022-08-25,焼きプリンタルト,＊ドリンク・デザート,66,9,18:37
2022-08-25,フルーツヨーグルト,＊ドリンク・デザート,110,44,18:28
2022-08-25,ライスＳＳ,＊ライス単品,73,115,19:13
2022-08-25,牛乳,＊ドリンク・デザート,85,9,18:34
2022-08-25,ライスＭ,＊ライス単品,115,130,19:30
2022-08-25,オクラとひじきのマヨサラダ,＊副菜,88,59,19:26
2022-08-25,ライスＳ,＊ライス単品,94,196,19:27
2022-08-25,小松菜と揚げ生姜風味,＊副菜,88,57,19:26
2022-08-25,大学生協コーヒー,＊ドリンク・デザート,95,12,18:40
2022-08-25,ライスＬＬ,＊ライス単品,198,6,19:05
2022-08-25,ライスＬ,＊ライス単品,136,43,19:26
2022-08-26,紅茶のシフォン,＊ドリンク・デザート,220,14,19:21
2022-08-26,温玉ねぎとろ丼Ｌ,＊ライスＦＦ,517,10,14:01
2022-08-26,大学芋,＊ドリンク・デザート,88,38,18:58
2022-08-26,温玉ねぎとろ丼Ｓ,＊ライスＦＦ,407,7,16:23
2022-08-26,和風カツ丼Ｌ,＊ライスＦＦ,462,5,12:59
2022-08-26,和風カツ丼Ｍ,＊ライスＦＦ,407,27,13:12
2022-08-26,和風カツ丼Ｓ,＊ライスＦＦ,352,7,13:00
2022-08-26,ロースカツカレーＬ,＊ライスＦＦ,462,10,19:02
2022-08-26,ロースカツカレーＭ,＊ライスＦＦ,407,19,16:13
2022-08-26,大学生協コーヒー,＊ドリンク・デザート,95,13,19:00
2022-08-26,温玉ねぎとろ丼Ｍ,＊ライスＦＦ,462,26,19:31
2022-08-26,かけうどん,＊麺類,209,5,13:53
2022-08-26,カレーライスＬ,＊ライスＦＦ,363,7,19:26
2022-08-26,カレーライスＭ,＊ライスＦＦ,308,7,18:38
2022-08-26,カレーライスＳ,＊ライスＦＦ,253,4,19:14
2022-08-26,かけそば,＊麺類,209,2,13:14
2022-08-26,冷やしうどん,＊麺類,297,25,13:59
2022-08-26,冷やしそば,＊麺類,297,11,13:47
2022-08-26,唐揚げ冷麺,＊麺類,473,18,13:57
2022-08-26,きつねうどん,＊麺類,297,8,14:01
2022-08-26,Ｅチキン香草焼き,＊主菜,264,79,18:45
2022-08-26,牛乳,＊ドリンク・デザート,85,7,19:04
2022-08-26,Ｅチキンカツ柚子胡椒マヨ,＊主菜,220,71,19:30
2022-08-26,ロースカツカレーＳ,＊ライスＦＦ,352,2,14:21
2022-08-26,焼きプリンタルト,＊ドリンク・デザート,66,13,19:27
2022-08-26,だし巻き,＊副菜,66,47,19:31
2022-08-26,ライスＳＳ,＊ライス単品,73,106,19:31
2022-08-26,Ｅポークミンチカツ,＊主菜,220,39,19:27
2022-08-26,鶏きも煮,＊副菜,88,35,19:30
2022-08-26,うま味噌ちゃんこ,＊主菜,264,81,18:03
2022-08-26,ホイコーロー,＊主菜,264,73,19:31
2022-08-26,若鶏醤油揚げ,＊主菜,176,63,19:31
2022-08-26,鯖味噌煮,＊主菜,176,39,18:59
2022-08-26,鯖生姜煮,＊主菜,176,8,19:28
2022-08-26,あさりと豆腐のうま煮,＊主菜,176,40,19:31
2022-08-26,肉じゃがコロッケ,＊副菜,110,28,19:26
2022-08-26,マカロニサラダ,＊副菜,66,43,18:59
2022-08-26,ほうれん草胡麻和え,＊副菜,66,153,19:31
2022-08-26,冷奴,＊副菜,44,47,18:41
2022-08-26,納豆,＊副菜,44,23,19:30
2022-08-26,味噌汁,＊汁・スープ,33,125,19:30
2022-08-26,ミニサラダ,＊副菜,44,85,19:30
2022-08-26,夏のさっぱり豚汁,＊汁・スープ,110,96,19:31
2022-08-26,オクラとひじきのマヨサラダ,＊副菜,88,72,19:31
2022-08-26,蒸し鶏サラダ,＊副菜,110,50,18:05
2022-08-26,小松菜と揚げ生姜風味,＊副菜,88,50,18:35
2022-08-26,ライスＬＬ,＊ライス単品,198,4,19:28
2022-08-26,ライスＬ,＊ライス単品,136,40,19:31
2022-08-26,ライスＭ,＊ライス単品,115,120,19:31
2022-08-26,ライスＳ,＊ライス単品,94,185,19:29
2022-08-26,フルーツヨーグルト,＊ドリンク・デザート,110,41,19:31
2022-08-26,Ｅ油淋鶏,＊主菜,308,64,19:31
2022-08-26,オクラ巣ごもり玉子,＊副菜,88,116,19:28
2022-08-26,うどん　大　６２,＊麺類,62,21,13:56
2022-08-26,そば　大,＊麺類,62,6,13:46
2022-08-26,Ｔ鶏肉野菜黒酢弁当,＊内製弁当,450,15,12:22
2022-08-26,Ｔ肉じゃがコロッケ＆春巻き肉団子弁当,＊内製弁当,400,5,11:53
2022-08-26,チキンフリッター,＊副菜,130,94,19:28
2022-08-26,温泉玉子,＊副菜,44,17,19:15
2022-08-26,トッピング温泉玉子,＊副菜,44,1,17:54
2022-08-26,かき玉汁,＊汁・スープ,33,110,19:29
2022-08-29,冷やしそば,＊麺類,297,3,14:02
2022-08-29,冷やしうどん,＊麺類,297,22,14:03
2022-08-29,かけうどん,＊麺類,209,10,14:01
2022-08-29,カレーライスＳ,＊ライスＦＦ,253,1,12:54
2022-08-29,カレーライスＭ,＊ライスＦＦ,308,7,18:55
2022-08-29,カレーライスＬ,＊ライスＦＦ,363,4,15:45
2022-08-29,味噌カツ丼Ｓ,＊ライスＦＦ,352,4,18:57
2022-08-29,ロースカツカレーＭ,＊ライスＦＦ,407,14,18:37
2022-08-29,ロースカツカレーＬ,＊ライスＦＦ,462,3,14:34
2022-08-29,冷やし担々麺,＊麺類,473,40,13:54
2022-08-29,味噌カツ丼Ｍ,＊ライスＦＦ,407,8,18:57
2022-08-29,味噌カツ丼Ｌ,＊ライスＦＦ,462,2,12:41
2022-08-29,ロースカツカレーＳ,＊ライスＦＦ,352,3,18:07
2022-08-29,きつねうどん,＊麺類,297,4,12:42
2022-08-29,Ｅローストンカツポン酢おろし,＊主菜,264,68,18:46
2022-08-29,Ｅ蒸し鶏和風ごまソース,＊主菜,308,37,19:05
2022-08-29,Ｅササミチーズタルタルソース,＊主菜,220,77,18:59
2022-08-29,サーモンサラダ丼Ｓ,＊ライスＦＦ,407,9,18:50
2022-08-29,Ｅ豆腐ハンバーグ茸あんかけ,＊主菜,220,34,19:02
2022-08-29,Ｅチキン甘辛ステーキ,＊主菜,308,50,13:34
2022-08-29,かき玉汁,＊汁・スープ,33,123,19:05
2022-08-29,うどん　大　６２,＊麺類,62,13,13:48
2022-08-29,そば　大,＊麺類,62,5,12:13
2022-08-29,Ｔ豪華のり弁～塩焼きそば＆コロッケ,＊内製弁当,450,5,12:05
2022-08-29,Ｔ和惣菜とお魚弁当（鯖みぞれ煮）,＊内製弁当,450,4,12:23
2022-08-29,Ｔ油淋鶏弁当,＊内製弁当,500,9,13:31
2022-08-29,チキンフリッター,＊副菜,130,144,18:58
2022-08-29,温泉玉子,＊副菜,44,16,18:32
2022-08-29,トッピング温泉玉子,＊副菜,44,1,12:50
2022-08-29,きつねそば,＊麺類,297,2,12:07
2022-08-29,サーモンサラダ丼Ｍ,＊ライスＦＦ,462,48,18:54
2022-08-29,かけそば,＊麺類,209,4,12:13
2022-08-29,ティラミス,＊ドリンク・デザート,220,11,18:22
2022-08-29,だし巻き,＊副菜,66,52,19:05
2022-08-29,巣ごもり玉子,＊副菜,88,97,18:57
2022-08-29,若布コーンサラダ,＊副菜,110,39,19:02
2022-08-29,ほうれん草胡麻和え,＊副菜,66,107,19:02
2022-08-29,ハッシュポテト,＊副菜,110,41,14:24
2022-08-29,南瓜サラダ,＊副菜,66,57,18:25
2022-08-29,冷奴,＊副菜,44,46,18:12
2022-08-29,ほうれん草ひじき和え,＊副菜,88,59,18:59
2022-08-29,鯖生姜煮,＊主菜,176,8,12:08
2022-08-29,鶏と茄子の山賊炒め,＊主菜,264,75,18:37
2022-08-29,豆腐と野菜のすき焼き風,＊主菜,176,49,18:28
2022-08-29,たっぷり野菜チゲ,＊主菜,264,102,17:57
2022-08-29,サーモンサラダ丼Ｌ,＊ライスＦＦ,517,15,18:43
2022-08-29,鶏きも煮,＊副菜,88,36,17:57
2022-08-29,牛肉コロッケ,＊副菜,110,43,19:02
2022-08-29,納豆,＊副菜,44,30,18:32
2022-08-29,ブリ照り煮,＊主菜,176,46,18:59
2022-08-29,ミニサラダ,＊副菜,44,80,19:05
2022-08-29,味噌汁,＊汁・スープ,33,106,19:00
2022-08-29,大学生協コーヒー,＊ドリンク・デザート,95,12,18:59
2022-08-29,牛乳,＊ドリンク・デザート,85,8,18:57
2022-08-29,焼きプリンタルト,＊ドリンク・デザート,66,9,19:05
2022-08-29,フルーツヨーグルト,＊ドリンク・デザート,110,44,18:36
2022-08-29,ライスＳＳ,＊ライス単品,73,91,19:00
2022-08-29,ライスＳ,＊ライス単品,94,218,19:05
2022-08-29,大学芋,＊ドリンク・デザート,88,23,18:46
2022-08-29,ライスＬ,＊ライス単品,136,44,19:02
2022-08-29,ライスＬＬ,＊ライス単品,198,4,18:37
2022-08-29,さっぱり揚げ出し茄子,＊副菜,88,151,18:04
2022-08-29,夏のさっぱり豚汁,＊汁・スープ,110,90,18:57
2022-08-29,ライスＭ,＊ライス単品,115,144,18:58
2022-08-30,冷やし担々麺,＊麺類,473,29,13:03
2022-08-30,冷やしそば,＊麺類,297,8,14:07
2022-08-30,冷やしうどん,＊麺類,297,23,14:04
2022-08-30,かけそば,＊麺類,209,2,13:03
2022-08-30,かけうどん,＊麺類,209,11,13:45
2022-08-30,カレーライスＭ,＊ライスＦＦ,308,14,19:03
2022-08-30,カレーライスＬ,＊ライスＦＦ,363,1,17:42
2022-08-30,ロースカツカレーＳ,＊ライスＦＦ,352,7,14:55
2022-08-30,ロースカツカレーＭ,＊ライスＦＦ,407,25,18:26
2022-08-30,きつねうどん,＊麺類,297,12,13:45
2022-08-30,サーモンサラダ丼Ｓ,＊ライスＦＦ,407,13,18:49
2022-08-30,ロースカツカレーＬ,＊ライスＦＦ,462,8,18:42
2022-08-30,カレーライスＳ,＊ライスＦＦ,253,1,12:23
2022-08-30,きつねそば,＊麺類,297,1,13:48
2022-08-30,そば　大,＊麺類,62,6,14:07
2022-08-30,Ｅ油淋ハンバーグ,＊主菜,220,103,18:50
2022-08-30,トッピング温泉玉子,＊副菜,44,2,16:54
2022-08-30,サーモンサラダ丼Ｍ,＊ライスＦＦ,462,49,19:03
2022-08-30,温泉玉子,＊副菜,44,34,18:58
2022-08-30,チキンフリッター,＊副菜,130,142,19:03
2022-08-30,南蛮タルタルカツ丼Ｌ,＊ライスＦＦ,462,7,12:48
2022-08-30,南蛮タルタルカツ丼Ｓ,＊ライスＦＦ,352,2,12:04
2022-08-30,Ｅチキンカツレモンマヨ,＊主菜,220,85,19:02
2022-08-30,南蛮タルタルカツ丼Ｍ,＊ライスＦＦ,407,16,13:09
2022-08-30,Ｔ心ときめくスィート唐揚げ,＊内製弁当,450,5,11:58
2022-08-30,ＴＤ塩だれ豚,＊主菜,308,49,18:58
2022-08-30,うどん　大　６２,＊麺類,62,13,14:03
2022-08-30,かき玉汁,＊汁・スープ,33,152,19:02
2022-08-30,Ｅジューシー唐揚げ,＊主菜,308,91,18:10
2022-08-30,Ｅチキン甘辛ステーキ,＊主菜,308,17,19:02
2022-08-30,Ｔおつかれんこん＆旨塩チキン,＊内製弁当,450,10,12:09
2022-08-30,サーモンサラダ丼Ｌ,＊ライスＦＦ,517,9,18:35
2022-08-30,焼きプリンタルト,＊ドリンク・デザート,66,8,16:48
2022-08-30,ティラミス,＊ドリンク・デザート,220,9,18:25
2022-08-30,北海道いももち,＊ドリンク・デザート,88,52,19:03
2022-08-30,豚と野菜の生姜炒め,＊主菜,264,84,18:31
2022-08-30,ブリ照り煮,＊主菜,176,49,19:03
2022-08-30,餃子野菜あんかけ,＊主菜,176,41,19:01
2022-08-30,豚すき煮,＊主菜,264,98,13:43
2022-08-30,豚汁,＊汁・スープ,110,28,18:58
2022-08-30,ほうれん草ひじき和え,＊副菜,88,58,19:00
2022-08-30,ポテト野菜サラダ,＊副菜,110,60,17:52
2022-08-30,南瓜サラダ,＊副菜,66,59,18:49
2022-08-30,海老クリームコロッケ,＊副菜,110,59,18:52
2022-08-30,マカロニサラダ,＊副菜,66,22,19:02
2022-08-30,ほうれん草胡麻和え,＊副菜,66,120,19:03
2022-08-30,巣ごもり玉子,＊副菜,88,125,18:58
2022-08-30,ひじき煮,＊副菜,66,49,18:53
2022-08-30,冷奴,＊副菜,44,47,18:59
2022-08-30,鶏きも煮,＊副菜,88,36,18:55
2022-08-30,味噌汁,＊汁・スープ,33,146,19:03
2022-08-30,納豆,＊副菜,44,27,19:00
2022-08-30,大学芋,＊ドリンク・デザート,88,27,18:53
2022-08-30,牛乳,＊ドリンク・デザート,85,8,18:55
2022-08-30,フルーツヨーグルト,＊ドリンク・デザート,110,33,19:03
2022-08-30,ライスＳＳ,＊ライス単品,73,133,19:02
2022-08-30,ライスＳ,＊ライス単品,94,235,19:03
2022-08-30,大学生協コーヒー,＊ドリンク・デザート,95,9,18:14
2022-08-30,ライスＬ,＊ライス単品,136,48,19:00
2022-08-30,ライスＬＬ,＊ライス単品,198,6,18:51
2022-08-30,そぼろきんぴらごぼう,＊副菜,88,16,19:02
2022-08-30,さっぱり揚げ出し茄子,＊副菜,88,154,15:29
2022-08-30,夏のさっぱり豚汁,＊汁・スープ,110,97,18:12
2022-08-30,ミニサラダ,＊副菜,44,87,19:01
2022-08-30,ライスＭ,＊ライス単品,115,149,19:01
2022-08-31,かけそば,＊麺類,209,2,12:18
2022-08-31,かけうどん,＊麺類,209,13,13:38
2022-08-31,カレーライスＳ,＊ライスＦＦ,253,2,15:54
2022-08-31,カレーライスＭ,＊ライスＦＦ,308,9,18:27
2022-08-31,カレーライスＬ,＊ライスＦＦ,363,1,14:33
2022-08-31,ロースカツカレーＬ,＊ライスＦＦ,462,3,19:00
2022-08-31,ロースカツカレーＭ,＊ライスＦＦ,407,23,18:55
2022-08-31,塩だれカツ丼Ｓ,＊ライスＦＦ,352,10,13:03
2022-08-31,塩だれカツ丼Ｍ,＊ライスＦＦ,407,25,13:07
2022-08-31,塩だれカツ丼Ｌ,＊ライスＦＦ,462,5,13:03
2022-08-31,冷やしうどん,＊麺類,297,29,14:02
2022-08-31,ロースカツカレーＳ,＊ライスＦＦ,352,3,15:17
2022-08-31,サーモンサラダ丼Ｓ,＊ライスＦＦ,407,12,18:34
2022-08-31,Ｅかつおカツ青じそだれ,＊主菜,220,94,18:05
2022-08-31,冷やし担々麺,＊麺類,473,37,13:44
2022-08-31,きつねうどん,＊麺類,297,9,13:17
2022-08-31,Ｅローストンカツ玉子あんかけ,＊主菜,264,71,19:04
2022-08-31,Ｅねぎ塩ハンバーグ,＊主菜,220,104,19:03
2022-08-31,Ｅ鶏から南蛮,＊主菜,220,16,18:51
2022-08-31,かき玉汁,＊汁・スープ,33,139,19:03
2022-08-31,うどん　大　６２,＊麺類,62,15,14:02
2022-08-31,オクラ海草サラダ,＊副菜,110,60,18:22
2022-08-31,そば　大,＊麺類,62,8,13:22
2022-08-31,Ｔ麻婆茄子とごま団子の弁当,＊内製弁当,450,5,12:05
2022-08-31,Ｔ豪華のり弁～若鶏香り揚げ～,＊内製弁当,450,10,12:12
2022-08-31,ＴＤ揚げだしチキン,＊主菜,308,43,19:03
2022-08-31,チキンフリッター,＊副菜,130,153,19:04
2022-08-31,サーモンサラダ丼Ｍ,＊ライスＦＦ,462,42,18:29
2022-08-31,冷やしそば,＊麺類,297,19,13:49
2022-08-31,サーモンサラダ丼Ｌ,＊ライスＦＦ,517,16,18:51
2022-08-31,納豆,＊副菜,44,27,18:59
2022-08-31,大学生協コーヒー,＊ドリンク・デザート,95,10,16:47
2022-08-31,トッピング温泉玉子,＊副菜,44,2,15:57
2022-08-31,鶏きも煮,＊副菜,88,36,15:41
2022-08-31,クラムチャウダー,＊主菜,264,69,18:08
2022-08-31,ブリ照り煮,＊主菜,176,26,18:59
2022-08-31,麻婆茄子,＊主菜,176,51,18:51
